node1	label	node2
Q4752601	P2006190002	Q1109889
Q4752601	P2006190003	Q4752601
Q5530589	P31	Q13221722
Q5530589	label	Gemechis
Q5530589	P17	Q115
Q5530589	P2006190001	Q202107
Q5530589	P2006190002	Q1109889
Q5530589	P2006190003	Q5530589
Q202800	P31	Q10864048
Q202800	label	Somali Region
Q202800	P17	Q115
Q202800	P2006190001	Q202800
Q1182808	P31	Q13220204
Q1182808	label	Jarar Zone
Q1182808	P17	Q115
Q1182808	P2006190001	Q202800
Q1182808	P2006190002	Q1182808
Q25683507	P31	Q13221722
Q25683507	label	Gunagado
Q25683507	P17	Q115
Q25683507	P2006190001	Q202800
Q25683507	P2006190002	Q1182808
Q25683507	P2006190003	Q25683507
Q30609952	P31	Q13221722
Q30609952	label	Daroor
Q30609952	P17	Q115
Q30609952	P2006190001	Q202800
Q30609952	P2006190002	Q1182808
Q30609952	P2006190003	Q30609952
Q55604116	P31	Q13221722
Q55604116	label	Araarso
Q55604116	P17	Q115
Q55604116	P2006190001	Q202800
Q55604116	P2006190002	Q1182808
Q55604116	P2006190003	Q55604116
Q55605440	P31	Q13221722
Q55605440	label	Bilcil buur
Q55605440	P17	Q115
Q55605440	P2006190001	Q202800
Q55605440	P2006190002	Q1182808
Q55605440	P2006190003	Q55605440
Q55605493	P31	Q13221722
Q55605493	label	Bir-qod
Q55605493	P17	Q115
Q55605493	P2006190001	Q202800
Q55605493	P2006190002	Q1182808
Q55605493	P2006190003	Q55605493
Q55609562	P31	Q13221722
Q55609562	label	Dig (woreda)
Q55609562	P17	Q115
Q55609562	P2006190001	Q202800
Q55609562	P2006190002	Q1182808
Q55609562	P2006190003	Q55609562
Q55638106	P31	Q13221722
Q55638106	label	Yoocaale
Q55638106	P17	Q115
Q55638106	P2006190001	Q202800
Q55638106	P2006190002	Q1182808
Q55638106	P2006190003	Q55638106
Q55809555	P31	Q13221722
Q55809555	label	Dhagax Madow
Q55809555	P17	Q115
Q55809555	P2006190001	Q202800
Q55809555	P2006190002	Q1182808
Q55809555	P2006190003	Q55809555
Q2874667	P31	Q13221722
Q2874667	label	Aware
Q2874667	P17	Q115
Q2874667	P2006190001	Q202800
Q2874667	P2006190002	Q1182808
Q2874667	P2006190003	Q2874667
Q3021240	P31	Q13221722
Q3021240	label	Degehabur
Q3021240	P17	Q115
Q3021240	P2006190001	Q202800
Q3021240	P2006190002	Q1182808
Q3021240	P2006190003	Q3021240
Q3021241	P31	Q13221722
Q3021241	label	Degehamedo
Q3021241	P17	Q115
Q3021241	P2006190001	Q202800
Q3021241	P2006190002	Q1182808
Q3021241	P2006190003	Q3021241
Q3316352	P31	Q13221722
Q3316352	label	Misraq Gashamo
Q3316352	P17	Q115
Q3316352	P2006190001	Q202800
Q3316352	P2006190002	Q1182808
Q3316352	P2006190003	Q3316352
Q600081	P31	Q13220204
Q600081	label	Oromia Zone
Q600081	P17	Q115
Q600081	P2006190001	Q203009
Q600081	P2006190002	Q600081
Q17037352	P31	Q13221722
Q17037352	label	Dawa Chefe
Q17037352	P17	Q115
Q17037352	P2006190001	Q203009
Q17037352	P2006190002	Q600081
Q17037352	P2006190003	Q17037352
Q56627958	P31	Q13221722
Q56627958	label	Kemise
Q56627958	P17	Q115
Q56627958	P2006190001	Q203009
Q56627958	P2006190002	Q600081
Q56627958	P2006190003	Q56627958
Q2865904	P31	Q13221722
Q2865904	label	Artuma Fursina Jile
Q2865904	P17	Q115
Q2865904	P2006190001	Q203009
Q2865904	P2006190002	Q600081
Q2865904	P2006190003	Q2865904
Q2891333	P31	Q13221722
Q2891333	label	Bati
Q2891333	P17	Q115
Q2891333	P2006190001	Q203009
Q2891333	P2006190002	Q600081
Q2891333	P2006190003	Q2891333
Q2962056	P31	Q13221722
Q2962056	label	Chefe Golana Dewerahmedo
Q2962056	P17	Q115
Q2962056	P2006190001	Q203009
Q2962056	P2006190002	Q600081
Q2962056	P2006190003	Q2962056
Q4801577	P31	Q13221722
Q4801577	label	Artuma Fursi
Q4801577	P17	Q115
Q4801577	P2006190001	Q203009
Q4801577	P2006190002	Q600081
Q4801577	P2006190003	Q4801577
Q5242258	P31	Q13221722
Q5242258	label	Dawa Harewa
Q5242258	P17	Q115
Q5242258	P2006190001	Q203009
Q5242258	P2006190002	Q600081
Q5242258	P2006190003	Q5242258
Q6192660	P31	Q13221722
Q6192660	label	Jile Timuga
Q6192660	P17	Q115
Q6192660	P2006190001	Q203009
Q6192660	P2006190002	Q600081
Q6192660	P2006190003	Q6192660
Q1688972	P31	Q13220204
Q1688972	label	Jijiga Zone
Q1688972	P17	Q115
Q1688972	P2006190001	Q202800
Q1688972	P2006190002	Q1688972
Q656780	P31	Q13221722
Q656780	label	"Babille, Somali"
Q656780	P17	Q115
Q656780	P2006190001	Q202800
Q656780	P2006190002	Q1688972
Q656780	P2006190003	Q656780
Q2874676	P31	Q13221722
Q2874676	label	Awbere
Q2874676	P17	Q115
Q2874676	P2006190001	Q202800
Q2874676	P2006190002	Q1688972
Q2874676	P2006190003	Q2874676
Q3194591	P31	Q13221722
Q3194591	label	Kebri Beyah
Q3194591	P17	Q115
Q3194591	P2006190001	Q202800
Q3194591	P2006190002	Q1688972
Q3194591	P2006190003	Q3194591
Q1709377	P31	Q13220204
Q1709377	label	Mirab Welega Zone
Q1709377	P17	Q115
Q1709377	P2006190001	Q202107
Q1709377	P2006190002	Q1709377
Q55612440	P31	Q13221722
Q55612440	label	Genji
Q55612440	label	Gaji
Q55612440	P17	Q115
Q55612440	P2006190001	Q202107
Q55612440	P2006190002	Q1709377
Q55612440	P2006190003	Q55612440
Q56249602	P31	Q13221722
Q56249602	label	Gimbi Town
Q56249602	P17	Q115
Q56249602	P2006190001	Q202107
Q56249602	P2006190002	Q1709377
Q56249602	P2006190003	Q56249602
Q2893815	P31	Q13221722
Q2893815	label	"Begi, Oromia"
Q2893815	P17	Q115
Q2893815	P2006190001	Q202107
Q2893815	P2006190002	Q1709377
Q2893815	P2006190003	Q2893815
Q3106653	P31	Q13221722
Q3106653	label	Gimbi
Q3106653	P17	Q115
Q3106653	P2006190001	Q202107
Q3106653	P2006190002	Q1709377
Q3106653	P2006190003	Q3106653
Q3127995	P31	Q13221722
Q3127995	label	Haru
Q3127995	P17	Q115
Q3127995	P2006190001	Q202107
Q3127995	P2006190002	Q1709377
Q3127995	P2006190003	Q3127995
Q3162805	P31	Q13221722
Q3162805	label	Jarso
Q3162805	P17	Q115
Q3162805	P2006190001	Q202107
Q3162805	P2006190002	Q1709377
Q3162805	P2006190003	Q3162805
Q3216542	P31	Q13221722
Q3216542	label	Lalo Asabi
Q3216542	P17	Q115
Q3216542	P2006190001	Q202107
Q3216542	P2006190002	Q1709377
Q3216542	P2006190003	Q3216542
Q3285143	P31	Q13221722
Q3285143	label	Mana Sibu
Q3285143	P17	Q115
Q3285143	P2006190001	Q202107
Q3285143	P2006190002	Q1709377
Q3285143	P2006190003	Q3285143
Q3337870	P31	Q13221722
Q3337870	label	Nejo
Q3337870	P17	Q115
Q3337870	P2006190001	Q202107
Q3337870	P2006190002	Q1709377
Q3337870	P2006190003	Q3337870
Q3342884	P31	Q13221722
Q3342884	label	Nole Kaba
Q3342884	P17	Q115
Q3342884	P2006190001	Q202107
Q3342884	P2006190002	Q1709377
Q3342884	P2006190003	Q3342884
Q3573095	P31	Q13221722
Q3573095	label	Yubdo
Q3573095	P17	Q115
Q3573095	P2006190001	Q202107
Q3573095	P2006190002	Q1709377
Q3573095	P2006190003	Q3573095
Q4831646	P31	Q13221722
Q4831646	label	Ayra
Q4831646	P17	Q115
Q4831646	P2006190001	Q202107
Q4831646	P2006190002	Q1709377
Q4831646	P2006190003	Q4831646
Q4837972	P31	Q13221722
Q4837972	label	Babo Gambela
Q4837972	P17	Q115
Q4837972	P2006190001	Q202107
Q4837972	P2006190002	Q1709377
Q4837972	P2006190003	Q4837972
Q4938667	P31	Q13221722
Q4938667	label	Boji Chokorsa
Q4938667	P17	Q115
Q4938667	P2006190001	Q202107
Q4938667	P2006190002	Q1709377
Q4938667	P2006190003	Q4938667
Q4938669	P31	Q13221722
Q4938669	label	Boji Dirmaji
Q4938669	P17	Q115
Q4938669	P2006190001	Q202107
Q4938669	P2006190002	Q1709377
Q4938669	P2006190003	Q4938669
Q5617682	P31	Q13221722
Q5617682	label	Guliso
Q5617682	P17	Q115
Q5617682	P2006190001	Q202107
Q5617682	P2006190002	Q1709377
Q5617682	P2006190003	Q5617682
Q5887305	P31	Q13221722
Q5887305	label	Homa
Q5887305	P17	Q115
Q5887305	P2006190001	Q202107
Q5887305	P2006190002	Q1709377
Q5887305	P2006190003	Q5887305
Q6408249	P31	Q13221722
Q6408249	label	Kiltu Kara
Q6408249	P17	Q115
Q6408249	P2006190001	Q202107
Q6408249	P2006190002	Q1709377
Q6408249	P2006190003	Q6408249
Q6428936	P31	Q13221722
Q6428936	label	Kondala
Q6428936	P17	Q115
Q6428936	P2006190001	Q202107
Q6428936	P2006190002	Q1709377
Q6428936	P2006190003	Q6428936
Q7429268	P31	Q13221722
Q7429268	label	Sayo Nole
Q7429268	P17	Q115
Q7429268	P2006190001	Q202107
Q7429268	P2006190002	Q1709377
Q7429268	P2006190003	Q7429268
Q1738457	P31	Q13220204
Q1738457	label	Kamashi Zone
Q1738457	P17	Q115
Q1738457	P2006190001	Q207635
Q1738457	P2006190002	Q1738457
Q2826358	P31	Q13221722
Q2826358	label	Agalo Mite
Q2826358	P17	Q115
Q2826358	P2006190001	Q207635
Q2826358	P2006190002	Q1738457
Q2826358	P2006190003	Q2826358
Q2895030	P31	Q13221722
Q2895030	label	Belo Jegonfoy
Q2895030	P17	Q115
Q2895030	P2006190001	Q207635
Q2895030	P2006190002	Q1738457
Q2895030	P2006190003	Q2895030
Q3485240	P31	Q13221722
Q3485240	label	Sirba Abbay
Q3485240	P17	Q115
Q3485240	P2006190001	Q207635
Q3485240	P2006190002	Q1738457
Q3485240	P2006190003	Q3485240
Q3571933	P31	Q13221722
Q3571933	label	Yaso
Q3571933	P17	Q115
Q3571933	P2006190001	Q207635
Q3571933	P2006190002	Q1738457
Q3571933	P2006190003	Q3571933
Q17447305	P31	Q13221722
Q17447305	label	Kamashi
Q17447305	P17	Q115
Q17447305	P2006190001	Q207635
Q17447305	P2006190002	Q1738457
Q17447305	P2006190003	Q17447305
Q1784199	P31	Q13220204
Q1784199	label	Korahe Zone
Q1784199	P17	Q115
Q1784199	P2006190001	Q202800
Q1784199	P2006190002	Q1784199
Q55605745	P31	Q13221722
Q55605745	label	Boodaley (woreda)
Q55605745	P17	Q115
Q55605745	P2006190001	Q202800
Q55605745	P2006190002	Q1784199
Q55605745	P2006190003	Q55605745
Q55606809	P31	Q13221722
Q55606809	label	Ceel-Ogadeen
Q55606809	P17	Q115
Q55606809	P2006190001	Q202800
Q55606809	P2006190002	Q1784199
Q55606809	P2006190003	Q55606809
Q55613738	P31	Q13221722
Q55613738	label	Higloley (woreda)
Q55613738	P17	Q115
Q55613738	P2006190001	Q202800
Q55613738	P2006190002	Q1784199
Q55613738	P2006190003	Q55613738
Q55616269	P31	Q13221722
Q55616269	label	Kudunbuur
Q55616269	P17	Q115
Q55616269	P2006190001	Q202800
Q55616269	P2006190002	Q1784199
Q55616269	P2006190003	Q55616269
Q55616437	P31	Q13221722
Q55616437	label	Laas-dhankayre
Q55616437	P17	Q115
Q55616437	P2006190001	Q202800
Q55616437	P2006190002	Q1784199
Q55616437	P2006190003	Q55616437
Q55622281	P31	Q13221722
Q55622281	label	Marsin (woreda)
Q55622281	P17	Q115
Q55622281	P2006190001	Q202800
Q55622281	P2006190002	Q1784199
Q55622281	P2006190003	Q55622281
Q3020822	P31	Q13221722
Q3020822	label	Debeweyin
Q3020822	P17	Q115
Q3020822	P2006190001	Q202800
Q3020822	P2006190002	Q1784199
Q3020822	P2006190003	Q3020822
Q3194593	P31	Q13221722
Q3194593	label	Kebri Dahar
Q3194593	P17	Q115
Q3194593	P2006190001	Q202800
Q3194593	P2006190002	Q1784199
Q3194593	P2006190003	Q3194593
Q3481773	P31	Q13221722
Q3481773	label	Shekosh
Q3481773	P17	Q115
Q3481773	P2006190001	Q202800
Q3481773	P2006190002	Q1784199
Q3481773	P2006190003	Q3481773
Q3482097	P31	Q13221722
Q3482097	label	Shilavo
Q3482097	P17	Q115
Q3482097	P2006190001	Q202800
Q3482097	P2006190002	Q1784199
Q3482097	P2006190003	Q3482097
Q1822845	P31	Q13220204
Q1822845	label	Liben Zone
Q1822845	P17	Q115
Q1822845	P2006190001	Q202800
Q1822845	P2006190002	Q1822845
Q779527	P31	Q13221722
Q779527	label	Filtu
Q779527	P17	Q115
Q779527	P2006190001	Q202800
Q779527	P2006190002	Q1822845
Q779527	P2006190003	Q779527
Q3034264	P31	Q13221722
Q3034264	label	Dolo Odo
Q3034264	P17	Q115
Q3034264	P2006190001	Q202800
Q3034264	P2006190002	Q1822845
Q3034264	P2006190003	Q3034264
Q3326978	P31	Q13221722
Q3326978	label	"Moyale, Somali"
Q3326978	P17	Q115
Q3326978	P2006190001	Q202800
Q3326978	P2006190002	Q1822845
Q3326978	P2006190003	Q3326978
Q7877179	P31	Q13221722
Q7877179	label	Udet
Q7877179	P17	Q115
Q7877179	P2006190001	Q202800
Q7877179	P2006190002	Q1822845
Q7877179	P2006190003	Q7877179
Q2279103	P31	Q13220204
Q2279103	label	Sitti Zone
Q2279103	P17	Q115
Q2279103	P2006190001	Q202800
Q2279103	P2006190002	Q2279103
Q289859	P31	Q13221722
Q289859	label	Ayesha
Q289859	P17	Q115
Q289859	P2006190001	Q202800
Q289859	P2006190002	Q2279103
Q289859	P2006190003	Q289859
Q2825709	P31	Q13221722
Q2825709	label	Afdem
Q2825709	P17	Q115
Q2825709	P2006190001	Q202800
Q2825709	P2006190002	Q2279103
Q2825709	P2006190003	Q2825709
Q3022070	P31	Q13221722
Q3022070	label	Dembel
Q3022070	P17	Q115
Q3022070	P2006190001	Q202800
Q3022070	P2006190002	Q2279103
Q3022070	P2006190003	Q3022070
Q3056135	P31	Q13221722
Q3056135	label	Erer
Q3056135	P17	Q115
Q3056135	P2006190001	Q202800
Q3056135	P2006190002	Q2279103
Q3056135	P2006190003	Q3056135
Q3312793	P31	Q13221722
Q3312793	label	"Mieso, Somali"
Q3312793	P17	Q115
Q3312793	P2006190001	Q202800
Q3312793	P2006190002	Q2279103
Q3312793	P2006190003	Q3312793
Q3482214	P31	Q13221722
Q3482214	label	Shinile
Q3482214	P17	Q115
Q3482214	P2006190001	Q202800
Q3482214	P2006190002	Q2279103
Q3482214	P2006190003	Q3482214
Q56153235	P31	Q13221722
Q56153235	label	Hadhagaale
Q56153235	P17	Q115
Q56153235	P2006190001	Q202800
Q56153235	P2006190002	Q2279103
Q56153235	P2006190003	Q56153235
Q56153242	P31	Q13221722
Q56153242	label	Geblalu
Q56153242	P17	Q115
Q56153242	P2006190001	Q202800
Q56153242	P2006190002	Q2279103
Q56153242	P2006190003	Q56153242
Q56153244	P31	Q13221722
Q56153244	label	Gota biki
Q56153244	P17	Q115
Q56153244	P2006190001	Q202800
Q56153244	P2006190002	Q2279103
Q56153244	P2006190003	Q56153244
Q1435849	P31	Q13220204
Q1435849	label	Gode Zone
Q1435849	P17	Q115
Q1435849	P2006190001	Q202800
Q1435849	P2006190002	Q1435849
Q6003977	P31	Q13221722
Q6003977	label	Imiberi
Q6003977	P17	Q115
Q6003977	P2006190001	Q202800
Q6003977	P2006190002	Q1435849
Q6003977	P2006190003	Q6003977
Q3013297	P31	Q13221722
Q3013297	label	Danan
Q3013297	P17	Q115
Q3013297	P2006190001	Q202800
Q3013297	P2006190002	Q1435849
Q3013297	P2006190003	Q3013297
Q3068770	P31	Q13221722
Q3068770	label	Ferfer
Q3068770	P17	Q115
Q3068770	P2006190001	Q202800
Q3068770	P2006190002	Q1435849
Q3068770	P2006190003	Q3068770
Q3109692	P31	Q13221722
Q3109692	label	Gode
Q3109692	P17	Q115
Q3109692	P2006190001	Q202800
Q3109692	P2006190002	Q1435849
Q3109692	P2006190003	Q3109692
Q3194834	P31	Q13221722
Q3194834	label	Kelafo
Q3194834	P17	Q115
Q3194834	P2006190001	Q202800
Q3194834	P2006190002	Q1435849
Q3194834	P2006190003	Q3194834
Q3328887	P31	Q13221722
Q3328887	label	Mustahil
Q3328887	P17	Q115
Q3328887	P2006190001	Q202800
Q3328887	P2006190002	Q1435849
Q3328887	P2006190003	Q3328887
Q4678347	P31	Q13221722
Q4678347	label	Adadle
Q4678347	P17	Q115
Q4678347	P2006190001	Q202800
Q4678347	P2006190002	Q1435849
Q4678347	P2006190003	Q4678347
Q1418676	P31	Q13220204
Q1418676	label	Fiq Zone
Q1418676	P17	Q115
Q1418676	P2006190001	Q202800
Q1418676	P2006190002	Q1418676
Q3027868	P31	Q13221722
Q3027868	label	Dihun
Q3027868	P17	Q115
Q3027868	P2006190001	Q202800
Q3027868	P2006190002	Q1418676
Q3027868	P2006190003	Q3027868
Q3072754	P31	Q13221722
Q3072754	label	Fiq
Q3072754	P17	Q115
Q3072754	P2006190001	Q202800
Q3072754	P2006190002	Q1418676
Q3072754	P2006190003	Q3072754
Q3104011	P31	Q13221722
Q3104011	label	Gerbo
Q3104011	P17	Q115
Q3104011	P2006190001	Q202800
Q3104011	P2006190002	Q1418676
Q3104011	P2006190003	Q3104011
Q3126409	P31	Q13221722
Q3126409	label	Hamero
Q3126409	P17	Q115
Q3126409	P2006190001	Q202800
Q3126409	P2006190002	Q1418676
Q3126409	P2006190003	Q3126409
Q3477732	P31	Q13221722
Q3477732	label	Segeg
Q3477732	P17	Q115
Q3477732	P2006190001	Q202800
Q3477732	P2006190002	Q1418676
Q3477732	P2006190003	Q3477732
Q6471837	P31	Q13221722
Q6471837	label	Lagahida
Q6471837	P17	Q115
Q6471837	P2006190001	Q202800
Q6471837	P2006190002	Q1418676
Q6471837	P2006190003	Q6471837
Q7403455	P31	Q13221722
Q7403455	label	Salahad
Q7403455	P17	Q115
Q7403455	P2006190001	Q202800
Q7403455	P2006190002	Q1418676
Q7403455	P2006190003	Q7403455
Q200127	P31	Q10864048
Q200127	label	Tigray Region
Q200127	P17	Q115
Q200127	P2006190001	Q200127
Q3020955	P31	Q13220204
Q3020955	label	Debubawi Zone
Q3020955	P17	Q115
Q3020955	P2006190001	Q200127
Q3020955	P2006190002	Q3020955
Q2830419	P31	Q13221722
Q2830419	label	Alaje
Q2830419	P17	Q115
Q2830419	P2006190001	Q200127
Q2830419	P2006190002	Q3020955
Q2830419	P2006190003	Q2830419
Q3113831	P31	Q13220204
Q3113831	label	Misraq Hararghe Zone
Q3113831	P17	Q115
Q3113831	P2006190001	Q202107
Q3113831	P2006190002	Q3113831
Q2877864	P31	Q13221722
Q2877864	label	Babille
Q2877864	P17	Q115
Q2877864	P2006190001	Q202107
Q2877864	P2006190002	Q3113831
Q2877864	P2006190003	Q2877864
Q2893566	P31	Q13221722
Q2893566	label	Bedeno
Q2893566	P17	Q115
Q2893566	P2006190001	Q202107
Q2893566	P2006190002	Q3113831
Q2893566	P2006190003	Q2893566
Q3021070	P31	Q13221722
Q3021070	label	Deder
Q3021070	P17	Q115
Q3021070	P2006190001	Q202107
Q3021070	P2006190002	Q3113831
Q3021070	P2006190003	Q3021070
Q3067952	P31	Q13221722
Q3067952	label	Fedis
Q3067952	P17	Q115
Q3067952	P2006190001	Q202107
Q3067952	P2006190002	Q3113831
Q3067952	P2006190003	Q3067952
Q3107593	P31	Q13221722
Q3107593	label	Girawa
Q3107593	P17	Q115
Q3107593	P2006190001	Q202107
Q3107593	P2006190002	Q3113831
Q3107593	P2006190003	Q3107593
Q3109968	P31	Q13221722
Q3109968	label	Gola Oda
Q3109968	P17	Q115
Q3109968	P2006190001	Q202107
Q3109968	P2006190002	Q3113831
Q3109968	P2006190003	Q3109968
Q3111366	P31	Q13221722
Q3111366	label	Goro Gutu
Q3111366	P17	Q115
Q3111366	P2006190001	Q202107
Q3111366	P2006190002	Q3113831
Q3111366	P2006190003	Q3111366
Q3120969	P31	Q13221722
Q3120969	label	Gursum
Q3120969	P17	Q115
Q3120969	P2006190001	Q202107
Q3120969	P2006190002	Q3113831
Q3120969	P2006190003	Q3120969
Q3127565	P31	Q13221722
Q3127565	label	Haro Maya
Q3127565	P17	Q115
Q3127565	P2006190001	Q202107
Q3127565	P2006190002	Q3113831
Q3127565	P2006190003	Q3127565
Q3162804	P31	Q13221722
Q3162804	label	Jarso
Q3162804	P17	Q115
Q3162804	P2006190001	Q202107
Q3162804	P2006190002	Q3113831
Q3162804	P2006190003	Q3162804
Q3195516	P31	Q13221722
Q3195516	label	"Kersa, Hararge"
Q3195516	P17	Q115
Q3195516	P2006190001	Q202107
Q3195516	P2006190002	Q3113831
Q3195516	P2006190003	Q3195516
Q3198528	P31	Q13221722
Q3198528	label	Kombolcha
Q3198528	P17	Q115
Q3198528	P2006190001	Q202107
Q3198528	P2006190002	Q3113831
Q3198528	P2006190003	Q3198528
Q3200537	P31	Q13221722
Q3200537	label	Kurfa Chele
Q3200537	P17	Q115
Q3200537	P2006190001	Q202107
Q3200537	P2006190002	Q3113831
Q3200537	P2006190003	Q3200537
Q3282150	P31	Q13221722
Q3282150	label	Malka Balo
Q3282150	P17	Q115
Q3282150	P2006190001	Q202107
Q3282150	P2006190002	Q3113831
Q3282150	P2006190003	Q3282150
Q3307179	P31	Q13221722
Q3307179	label	Meta
Q3307179	P17	Q115
Q3307179	P2006190001	Q202107
Q3307179	P2006190002	Q3113831
Q3307179	P2006190003	Q3307179
Q5100089	P31	Q13221722
Q5100089	label	Chinaksen
Q5100089	P17	Q115
Q5100089	P2006190001	Q202107
Q5100089	P2006190002	Q3113831
Q5100089	P2006190003	Q5100089
Q6826583	P31	Q13221722
Q6826583	label	Meyumuluke
Q6826583	P17	Q115
Q6826583	P2006190001	Q202107
Q6826583	P2006190002	Q3113831
Q6826583	P2006190003	Q6826583
Q3020952	P31	Q13220204
Q3020952	label	Debub Omo Zone
Q3020952	P17	Q115
Q3020952	P2006190001	Q203193
Q3020952	P2006190002	Q3020952
Q2880293	P31	Q13221722
Q2880293	label	Bako Gazer
Q2880293	P17	Q115
Q2880293	P2006190001	Q203193
Q2880293	P2006190002	Q3020952
Q2880293	P2006190003	Q2880293
Q56247936	P31	Q13221722
Q56247936	label	Alamata Town
Q56247936	P17	Q115
Q56247936	P2006190001	Q200127
Q56247936	P2006190002	Q3020955
Q56247936	P2006190003	Q56247936
Q56247942	P31	Q13221722
Q56247942	label	Maychew
Q56247942	P17	Q115
Q56247942	P2006190001	Q200127
Q56247942	P2006190002	Q3020955
Q56247942	P2006190003	Q56247942
Q17037737	P31	Q13221722
Q17037737	label	Nyangatom
Q17037737	P17	Q115
Q17037737	P2006190001	Q203193
Q17037737	P2006190002	Q3020952
Q17037737	P2006190003	Q17037737
Q616988	P31	Q13221722
Q616988	label	Alamata
Q616988	P17	Q115
Q616988	P2006190001	Q200127
Q616988	P2006190002	Q3020955
Q616988	P2006190003	Q616988
Q924840	P31	Q13221722
Q924840	label	Raya Azebo
Q924840	P17	Q115
Q924840	P2006190001	Q200127
Q924840	P2006190002	Q3020955
Q924840	P2006190003	Q924840
Q4667098	P31	Q13221722
Q4667098	label	"Abergele, Amhara"
Q4667098	P17	Q115
Q4667098	P2006190001	Q200127
Q4667098	P2006190002	Q3020955
Q4667098	P2006190003	Q4667098
Q4886778	P31	Q13221722
Q4886778	label	Bena Tsemay
Q4886778	P17	Q115
Q4886778	P2006190001	Q203193
Q4886778	P2006190002	Q3020952
Q4886778	P2006190003	Q4886778
Q5530443	P31	Q13221722
Q5530443	label	Gelila
Q5530443	P17	Q115
Q5530443	P2006190001	Q203193
Q5530443	P2006190002	Q3020952
Q5530443	P2006190003	Q5530443
Q6742900	P31	Q13221722
Q6742900	label	Male
Q6742900	P17	Q115
Q6742900	P2006190001	Q203193
Q6742900	P2006190002	Q3020952
Q6742900	P2006190003	Q6742900
Q15222658	P31	Q13221722
Q15222658	label	Hamer Bena
Q15222658	P17	Q115
Q15222658	P2006190001	Q203193
Q15222658	P2006190002	Q3020952
Q15222658	P2006190003	Q15222658
Q55623083	P31	Q13221722
Q55623083	label	Midega Tola (woreda)
Q55623083	P17	Q115
Q55623083	P2006190001	Q202107
Q55623083	P2006190002	Q3113831
Q55623083	P2006190003	Q55623083
Q3053975	P31	Q13221722
Q3053975	label	Endamehoni
Q3053975	P17	Q115
Q3053975	P2006190001	Q200127
Q3053975	P2006190002	Q3020955
Q3053975	P2006190003	Q3053975
Q3126412	P31	Q13221722
Q3126412	label	Hamer
Q3126412	P17	Q115
Q3126412	P2006190001	Q203193
Q3126412	P2006190002	Q3020952
Q3126412	P2006190003	Q3126412
Q3200524	P31	Q13221722
Q3200524	label	Kuraz
Q3200524	P17	Q115
Q3200524	P2006190001	Q203193
Q3200524	P2006190002	Q3020952
Q3200524	P2006190003	Q3200524
Q3349749	P31	Q13221722
Q3349749	label	Ofla
Q3349749	P17	Q115
Q3349749	P2006190001	Q200127
Q3349749	P2006190002	Q3020955
Q3349749	P2006190003	Q3349749
Q3478047	P31	Q13221722
Q3478047	label	Selamago
Q3478047	P17	Q115
Q3478047	P2006190001	Q203193
Q3478047	P2006190002	Q3020952
Q3478047	P2006190003	Q3478047
Q3316357	P31	Q13220204
Q3316357	label	Misraqawi Zone
Q3316357	P17	Q115
Q3316357	P2006190001	Q200127
Q3316357	P2006190002	Q3316357
Q56249658	P31	Q13221722
Q56249658	label	Adigrat Town
Q56249658	P17	Q115
Q56249658	P2006190001	Q200127
Q56249658	P2006190002	Q3316357
Q56249658	P2006190003	Q56249658
Q56605518	P31	Q13221722
Q56605518	label	Adigrat
Q56605518	P17	Q115
Q56605518	P2006190001	Q200127
Q56605518	P2006190002	Q3316357
Q56605518	P2006190003	Q56605518
Q56627987	P31	Q13221722
Q56627987	label	Wukro
Q56627987	P17	Q115
Q56627987	P2006190001	Q200127
Q56627987	P2006190002	Q3316357
Q56627987	P2006190003	Q56627987
Q2869832	P31	Q13221722
Q2869832	label	Atsbi Wenberta
Q2869832	P17	Q115
Q2869832	P2006190001	Q200127
Q2869832	P2006190002	Q3316357
Q2869832	P2006190003	Q2869832
Q3095207	P31	Q13221722
Q3095207	label	Ganta Afeshum
Q3095207	P17	Q115
Q3095207	P2006190001	Q200127
Q3095207	P2006190002	Q3316357
Q3095207	P2006190003	Q3095207
Q3120775	P31	Q13221722
Q3120775	label	Gulomahda
Q3120775	P17	Q115
Q3120775	P2006190001	Q200127
Q3120775	P2006190002	Q3316357
Q3120775	P2006190003	Q3120775
Q3128790	P31	Q13221722
Q3128790	label	Hawzen
Q3128790	P17	Q115
Q3128790	P2006190001	Q200127
Q3128790	P2006190002	Q3316357
Q3128790	P2006190003	Q3128790
Q3154504	P31	Q13221722
Q3154504	label	Irob
Q3154504	P17	Q115
Q3154504	P2006190001	Q200127
Q3154504	P2006190002	Q3316357
Q3154504	P2006190003	Q3154504
Q3461237	P31	Q13221722
Q3461237	label	Saesi Tsaedaemba
Q3461237	P17	Q115
Q3461237	P2006190001	Q200127
Q3461237	P2006190002	Q3316357
Q3461237	P2006190003	Q3461237
Q3570151	P31	Q13221722
Q3570151	label	Kilte Awulaelo
Q3570151	P17	Q115
Q3570151	P2006190001	Q200127
Q3570151	P2006190002	Q3316357
Q3570151	P2006190003	Q3570151
Q193494	P31	Q10864048
Q193494	label	Afar
Q193494	P17	Q115
Q193494	P2006190001	Q193494
Q3444683	P31	Q13220204
Q3444683	label	Kilbet Rasu
Q3444683	P17	Q115
Q3444683	P2006190001	Q193494
Q3444683	P2006190002	Q3444683
Q1387874	P31	Q13221722
Q1387874	label	Abala
Q1387874	P17	Q115
